timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2023-03-02 13:00:00,134,127,143,145,114
2023-03-02 13:15:00,159,155,144,141,122
2023-03-02 13:30:00,87,174,147,129,123
2023-03-02 13:45:00,143,151,156,178,165
2023-03-02 14:00:00,116,157,126,131,137
2023-03-02 14:15:00,157,111,151,160,129
2023-03-02 14:30:00,139,139,128,92,146
2023-03-02 14:45:00,85,136,167,152,168
2023-03-02 15:00:00,140,132,124,112,116
2023-03-02 15:15:00,151,137,158,128,125
2023-03-02 15:30:00,179,138,159,110,193
2023-03-02 15:45:00,125,90,134,151,137
2023-03-02 16:00:00,133,121,145,149,132
2023-03-02 16:15:00,185,165,127,166,165
2023-03-02 16:30:00,141,166,166,152,180
2023-03-02 16:45:00,138,149,166,182,161
2023-03-02 17:00:00,122,135,144,119,154
2023-03-02 17:15:00,110,148,130,119,167
2023-03-02 17:30:00,158,123,124,134,131
2023-03-02 17:45:00,130,186,147,160,179
2023-03-02 18:00:00,123,159,173,141,140
2023-03-02 18:15:00,158,155,129,152,163
2023-03-02 18:30:00,144,160,170,168,149
2023-03-02 18:45:00,149,94,141,151,136
2023-03-02 19:00:00,163,167,170,160,144
2023-03-02 19:15:00,171,162,177,129,184
2023-03-02 19:30:00,151,110,170,184,149
2023-03-02 19:45:00,123,168,149,148,110
2023-03-02 20:00:00,122,126,139,120,151
2023-03-02 20:15:00,145,168,147,127,155
2023-03-02 20:30:00,180,139,138,141,125
2023-03-02 20:45:00,149,174,136,124,140
2023-03-02 21:00:00,176,114,137,162,151
2023-03-02 21:15:00,149,147,156,180,172
2023-03-02 21:30:00,128,140,153,145,132
2023-03-02 21:45:00,132,127,119,120,127
2023-03-02 22:00:00,129,137,134,138,133
2023-03-02 22:15:00,112,121,166,151,116
2023-03-02 22:30:00,157,145,126,137,157
2023-03-02 22:45:00,141,115,146,115,127
2023-03-02 23:00:00,131,146,157,108,157
2023-03-02 23:15:00,142,125,150,110,145
2023-03-02 23:30:00,136,111,162,157,204
2023-03-02 23:45:00,165,147,120,136,151
2023-03-03 00:00:00,194,164,164,141,120
2023-03-03 00:15:00,169,137,137,163,147
2023-03-03 00:30:00,182,117,139,166,176
2023-03-03 00:45:00,144,182,150,152,142
2023-03-03 01:00:00,119,124,119,124,146
2023-03-03 01:15:00,128,158,156,176,150
2023-03-03 01:30:00,142,105,136,148,129
2023-03-03 01:45:00,144,143,109,114,146
2023-03-03 02:00:00,115,123,127,151,122
2023-03-03 02:15:00,153,135,177,133,122
2023-03-03 02:30:00,138,169,119,143,141
2023-03-03 02:45:00,151,139,169,110,125
2023-03-03 03:00:00,149,164,146,148,171
2023-03-03 03:15:00,119,154,156,164,132
2023-03-03 03:30:00,115,127,131,161,141
2023-03-03 03:45:00,132,126,143,117,128
2023-03-03 04:00:00,147,164,113,127,146
2023-03-03 04:15:00,137,157,119,139,117
2023-03-03 04:30:00,158,137,136,143,133
2023-03-03 04:45:00,120,112,114,121,136
2023-03-03 05:00:00,136,122,133,130,132
2023-03-03 05:15:00,113,130,137,136,175
2023-03-03 05:30:00,156,123,146,124,163
2023-03-03 05:45:00,128,149,125,157,151
2023-03-03 06:00:00,150,161,157,123,162
2023-03-03 06:15:00,113,126,153,162,140
2023-03-03 06:30:00,115,141,134,156,115
2023-03-03 06:45:00,189,110,146,119,135
2023-03-03 07:00:00,107,161,118,172,133
2023-03-03 07:15:00,122,168,158,126,121
2023-03-03 07:30:00,130,136,122,149,126
2023-03-03 07:45:00,143,151,160,141,118
2023-03-03 08:00:00,172,137,134,133,168
2023-03-03 08:15:00,156,154,111,122,130
2023-03-03 08:30:00,145,130,163,162,126
2023-03-03 08:45:00,116,183,139,125,151
2023-03-03 09:00:00,141,149,122,128,154
2023-03-03 09:15:00,163,113,141,115,173
2023-03-03 09:30:00,120,147,163,127,176
2023-03-03 09:45:00,133,135,132,144,185
2023-03-03 10:00:00,106,151,133,145,92
2023-03-03 10:15:00,170,130,144,152,163
2023-03-03 10:30:00,147,166,159,140,144
2023-03-03 10:45:00,131,160,113,116,128
2023-03-03 11:00:00,120,151,147,166,130
2023-03-03 11:15:00,153,132,166,166,128
2023-03-03 11:30:00,157,141,158,177,123
2023-03-03 11:45:00,160,134,147,157,159
2023-03-03 12:00:00,166,119,143,141,160
2023-03-03 12:15:00,146,147,152,164,200
2023-03-03 12:30:00,138,117,131,146,120
2023-03-03 12:45:00,153,121,146,110,115
2023-03-03 13:00:00,181,136,137,128,161
2023-03-03 13:15:00,173,112,151,136,191
2023-03-03 13:30:00,112,146,152,141,147
2023-03-03 13:45:00,172,132,126,167,178
2023-03-03 14:00:00,154,131,156,145,156
2023-03-03 14:15:00,112,129,152,163,120
2023-03-03 14:30:00,160,122,141,134,162
2023-03-03 14:45:00,137,135,147,152,157
2023-03-03 15:00:00,150,162,190,154,146
2023-03-03 15:15:00,138,168,145,163,135
2023-03-03 15:30:00,134,152,153,181,114
2023-03-03 15:45:00,105,126,156,174,134
2023-03-03 16:00:00,185,148,138,168,171
2023-03-03 16:15:00,157,153,154,149,152
2023-03-03 16:30:00,107,119,137,120,149
2023-03-03 16:45:00,186,162,151,151,146
2023-03-03 17:00:00,136,141,121,138,135
2023-03-03 17:15:00,148,150,124,149,161
2023-03-03 17:30:00,183,131,149,135,140
2023-03-03 17:45:00,113,148,123,136,137
2023-03-03 18:00:00,161,103,136,156,86
2023-03-03 18:15:00,135,128,127,137,161
2023-03-03 18:30:00,142,143,127,145,171
2023-03-03 18:45:00,156,157,151,126,141
2023-03-03 19:00:00,143,141,138,159,157
2023-03-03 19:15:00,127,166,136,136,135
2023-03-03 19:30:00,132,155,124,93,137
2023-03-03 19:45:00,152,150,167,159,129
2023-03-03 20:00:00,186,145,144,168,136
2023-03-03 20:15:00,129,142,135,168,149
2023-03-03 20:30:00,109,140,144,146,109
2023-03-03 20:45:00,170,104,148,187,118
2023-03-03 21:00:00,178,163,161,160,109
2023-03-03 21:15:00,133,130,150,121,153
2023-03-03 21:30:00,148,135,154,131,95
2023-03-03 21:45:00,148,137,150,154,128
2023-03-03 22:00:00,166,164,130,136,130
2023-03-03 22:15:00,105,153,129,160,134
2023-03-03 22:30:00,148,182,138,144,144
2023-03-03 22:45:00,141,122,117,190,120
2023-03-03 23:00:00,162,143,151,189,146
2023-03-03 23:15:00,154,106,146,141,126
2023-03-03 23:30:00,96,162,114,108,167
2023-03-03 23:45:00,105,129,115,180,116
2023-03-04 00:00:00,138,171,143,137,140
2023-03-04 00:15:00,140,129,164,173,166
2023-03-04 00:30:00,146,128,161,129,153
2023-03-04 00:45:00,138,100,154,159,148
2023-03-04 01:00:00,129,139,178,140,139
2023-03-04 01:15:00,170,172,115,140,168
2023-03-04 01:30:00,129,148,149,136,149
2023-03-04 01:45:00,148,170,155,139,119
2023-03-04 02:00:00,131,132,144,167,163
2023-03-04 02:15:00,117,126,174,164,142
2023-03-04 02:30:00,118,158,146,122,156
2023-03-04 02:45:00,124,137,142,129,177
2023-03-04 03:00:00,139,139,122,184,118
2023-03-04 03:15:00,119,168,178,152,126
2023-03-04 03:30:00,180,148,122,152,172
2023-03-04 03:45:00,135,129,146,153,153
2023-03-04 04:00:00,140,136,129,121,156
2023-03-04 04:15:00,150,125,135,140,143
2023-03-04 04:30:00,155,130,150,137,154
2023-03-04 04:45:00,182,159,162,136,173
2023-03-04 05:00:00,136,128,115,120,112
2023-03-04 05:15:00,113,149,198,149,181
2023-03-04 05:30:00,172,122,160,138,178
2023-03-04 05:45:00,150,140,107,156,197
2023-03-04 06:00:00,146,156,134,134,149
2023-03-04 06:15:00,107,139,181,153,126
2023-03-04 06:30:00,163,155,158,162,146
2023-03-04 06:45:00,149,113,146,151,151
2023-03-04 07:00:00,174,140,141,151,194
2023-03-04 07:15:00,129,150,113,166,151
2023-03-04 07:30:00,150,166,175,168,134
2023-03-04 07:45:00,124,138,109,179,188
2023-03-04 08:00:00,107,134,158,186,145
2023-03-04 08:15:00,126,178,178,160,109
2023-03-04 08:30:00,139,164,108,132,129
2023-03-04 08:45:00,146,148,142,150,194
2023-03-04 09:00:00,127,118,149,140,143
2023-03-04 09:15:00,164,162,155,148,153
2023-03-04 09:30:00,160,148,124,122,158
2023-03-04 09:45:00,146,177,162,187,162
2023-03-04 10:00:00,167,165,135,130,171
2023-03-04 10:15:00,165,147,110,157,146
2023-03-04 10:30:00,174,102,94,161,137
2023-03-04 10:45:00,137,151,176,135,166
2023-03-04 11:00:00,121,144,146,133,161
2023-03-04 11:15:00,135,179,163,153,147
2023-03-04 11:30:00,146,118,156,170,133
2023-03-04 11:45:00,151,138,152,167,135
2023-03-04 12:00:00,138,141,116,140,188
2023-03-04 12:15:00,144,133,158,152,113
2023-03-04 12:30:00,133,104,118,127,130
2023-03-04 12:45:00,172,118,148,127,152
2023-03-04 13:00:00,135,139,158,127,171
2023-03-04 13:15:00,139,145,170,130,131
2023-03-04 13:30:00,109,153,139,129,185
2023-03-04 13:45:00,102,116,139,127,143
2023-03-04 14:00:00,159,129,177,150,176
2023-03-04 14:15:00,164,106,133,151,159
2023-03-04 14:30:00,134,145,152,135,121
2023-03-04 14:45:00,162,144,106,153,133
2023-03-04 15:00:00,179,156,128,147,163
2023-03-04 15:15:00,144,188,145,152,117
2023-03-04 15:30:00,121,144,142,107,158
2023-03-04 15:45:00,164,167,138,132,153
2023-03-04 16:00:00,125,111,138,145,155
2023-03-04 16:15:00,158,178,162,144,131
2023-03-04 16:30:00,118,148,123,145,146
2023-03-04 16:45:00,167,195,170,147,151
2023-03-04 17:00:00,134,136,145,120,123
2023-03-04 17:15:00,121,171,146,146,167
2023-03-04 17:30:00,132,114,145,180,118
2023-03-04 17:45:00,152,197,127,157,157
2023-03-04 18:00:00,134,149,153,156,153
2023-03-04 18:15:00,142,145,126,179,132
2023-03-04 18:30:00,170,141,138,132,131
2023-03-04 18:45:00,159,170,123,131,137
2023-03-04 19:00:00,138,158,129,140,127
2023-03-04 19:15:00,136,160,116,126,168
2023-03-04 19:30:00,121,125,149,108,142
2023-03-04 19:45:00,126,152,169,160,136
2023-03-04 20:00:00,174,172,145,147,148
2023-03-04 20:15:00,137,175,147,109,178
2023-03-04 20:30:00,117,135,136,154,121
2023-03-04 20:45:00,163,107,134,144,146
2023-03-04 21:00:00,150,135,150,129,135
2023-03-04 21:15:00,162,163,179,164,148
2023-03-04 21:30:00,141,122,142,146,186
2023-03-04 21:45:00,161,147,143,131,171
2023-03-04 22:00:00,123,174,140,161,170
2023-03-04 22:15:00,196,158,132,139,151
2023-03-04 22:30:00,99,181,129,177,149
2023-03-04 22:45:00,149,144,153,179,145
2023-03-04 23:00:00,118,154,185,177,138
2023-03-04 23:15:00,148,142,160,120,157
2023-03-04 23:30:00,161,134,143,113,116
2023-03-04 23:45:00,158,109,143,120,132
2023-03-05 00:00:00,163,162,160,163,143
2023-03-05 00:15:00,151,145,132,167,165
2023-03-05 00:30:00,148,139,156,152,139
2023-03-05 00:45:00,152,119,128,107,147
2023-03-05 01:00:00,141,140,152,147,122
2023-03-05 01:15:00,171,168,146,149,149
2023-03-05 01:30:00,148,143,143,137,124
2023-03-05 01:45:00,161,189,121,140,143
2023-03-05 02:00:00,145,155,137,174,177
2023-03-05 02:15:00,132,113,136,111,121
2023-03-05 02:30:00,152,130,172,148,123
2023-03-05 02:45:00,147,115,147,134,134
2023-03-05 03:00:00,166,169,119,158,139
2023-03-05 03:15:00,170,157,182,160,146
2023-03-05 03:30:00,150,164,149,166,171
2023-03-05 03:45:00,121,130,141,130,129
2023-03-05 04:00:00,126,175,121,155,161
2023-03-05 04:15:00,123,149,161,148,153
2023-03-05 04:30:00,150,130,130,146,129
2023-03-05 04:45:00,142,144,122,121,157
2023-03-05 05:00:00,167,152,168,123,155
2023-03-05 05:15:00,156,152,120,124,140
2023-03-05 05:30:00,168,153,132,141,141
2023-03-05 05:45:00,115,124,142,165,144
2023-03-05 06:00:00,165,147,144,177,157
2023-03-05 06:15:00,179,144,151,159,125
2023-03-05 06:30:00,155,116,199,148,135
2023-03-05 06:45:00,133,110,89,135,142
2023-03-05 07:00:00,165,126,178,105,178
2023-03-05 07:15:00,139,164,145,145,128
2023-03-05 07:30:00,166,138,168,146,138
2023-03-05 07:45:00,135,139,143,129,129
2023-03-05 08:00:00,150,136,162,133,166
2023-03-05 08:15:00,151,131,152,133,106
2023-03-05 08:30:00,129,151,127,145,136
2023-03-05 08:45:00,184,125,153,175,146
2023-03-05 09:00:00,183,133,187,171,133
2023-03-05 09:15:00,107,124,113,129,143
2023-03-05 09:30:00,158,135,114,156,131
2023-03-05 09:45:00,145,132,141,139,150
2023-03-05 10:00:00,153,129,133,138,149
2023-03-05 10:15:00,157,132,132,136,148
2023-03-05 10:30:00,166,131,149,166,178
2023-03-05 10:45:00,144,159,153,164,143
2023-03-05 11:00:00,135,188,116,132,144
2023-03-05 11:15:00,136,155,91,118,179
2023-03-05 11:30:00,206,136,188,164,150
2023-03-05 11:45:00,139,153,140,150,177
2023-03-05 12:00:00,129,136,155,124,139
2023-03-05 12:15:00,171,172,172,108,137
2023-03-05 12:30:00,143,129,115,145,174
2023-03-05 12:45:00,162,111,139,171,132
2023-03-05 13:00:00,157,165,115,159,125
2023-03-05 13:15:00,143,200,129,168,121
2023-03-05 13:30:00,128,123,123,128,144
2023-03-05 13:45:00,148,146,159,124,150
2023-03-05 14:00:00,193,149,141,156,130
2023-03-05 14:15:00,182,140,173,135,127
2023-03-05 14:30:00,188,147,160,203,125
2023-03-05 14:45:00,149,130,113,155,139
2023-03-05 15:00:00,133,126,183,148,172
2023-03-05 15:15:00,116,182,123,155,133
2023-03-05 15:30:00,165,148,118,120,158
2023-03-05 15:45:00,125,124,147,111,104
2023-03-05 16:00:00,119,158,148,151,159
2023-03-05 16:15:00,149,139,109,152,145
2023-03-05 16:30:00,134,154,152,135,111
2023-03-05 16:45:00,161,171,157,146,146
2023-03-05 17:00:00,181,172,179,123,165
2023-03-05 17:15:00,144,140,165,126,182
2023-03-05 17:30:00,156,148,190,116,180
2023-03-05 17:45:00,141,175,140,135,132
2023-03-05 18:00:00,176,137,124,87,135
2023-03-05 18:15:00,166,144,163,145,154
2023-03-05 18:30:00,158,185,143,148,144
2023-03-05 18:45:00,130,160,153,149,130
2023-03-05 19:00:00,168,131,130,153,148
2023-03-05 19:15:00,114,104,136,151,151
2023-03-05 19:30:00,163,122,130,142,163
2023-03-05 19:45:00,132,122,143,157,148
2023-03-05 20:00:00,139,158,152,85,118
2023-03-05 20:15:00,143,160,106,131,165
2023-03-05 20:30:00,150,145,168,139,140
2023-03-05 20:45:00,159,133,144,161,129
2023-03-05 21:00:00,117,147,147,156,106
2023-03-05 21:15:00,130,108,159,124,147
2023-03-05 21:30:00,160,139,168,175,125
2023-03-05 21:45:00,161,147,128,145,109
2023-03-05 22:00:00,136,153,171,145,128
2023-03-05 22:15:00,162,99,135,133,162
2023-03-05 22:30:00,134,116,132,170,144
2023-03-05 22:45:00,128,151,125,144,139
2023-03-05 23:00:00,163,107,135,150,104
2023-03-05 23:15:00,145,141,199,152,162
2023-03-05 23:30:00,127,178,145,186,136
2023-03-05 23:45:00,162,128,136,118,168
2023-03-06 00:00:00,115,115,151,171,162
2023-03-06 00:15:00,140,140,150,142,153
2023-03-06 00:30:00,132,182,153,147,113
2023-03-06 00:45:00,135,145,158,156,146
2023-03-06 01:00:00,127,150,156,114,193
2023-03-06 01:15:00,151,170,166,143,141
2023-03-06 01:30:00,153,126,130,157,132
2023-03-06 01:45:00,157,131,146,150,140
2023-03-06 02:00:00,161,153,130,144,115
2023-03-06 02:15:00,160,177,172,160,149
2023-03-06 02:30:00,154,135,127,141,155
2023-03-06 02:45:00,146,104,113,149,158
2023-03-06 03:00:00,110,193,149,115,181
2023-03-06 03:15:00,151,149,147,119,144
2023-03-06 03:30:00,116,110,133,118,159
2023-03-06 03:45:00,137,143,161,131,117
2023-03-06 04:00:00,132,146,154,161,162
2023-03-06 04:15:00,130,143,167,126,114
2023-03-06 04:30:00,138,165,149,166,153
2023-03-06 04:45:00,127,188,145,155,167
2023-03-06 05:00:00,122,148,117,130,146
2023-03-06 05:15:00,118,137,125,149,158
2023-03-06 05:30:00,133,134,128,125,139
2023-03-06 05:45:00,155,139,163,131,161
2023-03-06 06:00:00,136,148,115,130,159
2023-03-06 06:15:00,137,121,118,145,138
2023-03-06 06:30:00,156,154,154,133,116
2023-03-06 06:45:00,174,163,115,140,159
2023-03-06 07:00:00,146,148,151,130,149
2023-03-06 07:15:00,111,108,168,191,178
2023-03-06 07:30:00,120,165,150,128,107
2023-03-06 07:45:00,128,177,110,134,130
2023-03-06 08:00:00,130,147,122,178,147
2023-03-06 08:15:00,125,150,146,153,172
2023-03-06 08:30:00,121,138,125,87,100
2023-03-06 08:45:00,129,158,157,133,161
2023-03-06 09:00:00,133,151,175,140,151
2023-03-06 09:15:00,146,134,150,181,134
2023-03-06 09:30:00,130,166,124,123,144
2023-03-06 09:45:00,127,203,133,134,136
2023-03-06 10:00:00,143,130,168,120,111
2023-03-06 10:15:00,175,160,150,180,130
2023-03-06 10:30:00,170,129,130,173,117
2023-03-06 10:45:00,125,151,169,110,124
2023-03-06 11:00:00,138,156,159,145,161
2023-03-06 11:15:00,157,141,130,148,149
2023-03-06 11:30:00,145,145,122,143,199
2023-03-06 11:45:00,167,161,158,138,158
2023-03-06 12:00:00,141,187,104,111,140
2023-03-06 12:15:00,130,142,128,146,121
2023-03-06 12:30:00,179,178,148,111,148
2023-03-06 12:45:00,166,155,158,138,127
2023-03-06 13:00:00,127,142,155,123,105
2023-03-06 13:15:00,166,150,164,166,152
2023-03-06 13:30:00,146,132,149,142,147
2023-03-06 13:45:00,141,186,113,152,148
2023-03-06 14:00:00,159,120,118,159,154
2023-03-06 14:15:00,154,142,123,139,122
2023-03-06 14:30:00,183,134,163,144,134
2023-03-06 14:45:00,171,149,141,112,125
2023-03-06 15:00:00,105,141,122,130,142
2023-03-06 15:15:00,152,172,163,131,131
2023-03-06 15:30:00,146,154,101,125,162
2023-03-06 15:45:00,141,125,156,130,165
2023-03-06 16:00:00,139,148,143,168,174
2023-03-06 16:15:00,154,136,123,133,147
2023-03-06 16:30:00,182,123,121,120,146
2023-03-06 16:45:00,117,101,150,145,141
2023-03-06 17:00:00,144,134,146,106,141
2023-03-06 17:15:00,137,125,155,149,153
2023-03-06 17:30:00,111,148,161,179,171
2023-03-06 17:45:00,143,144,142,146,131
2023-03-06 18:00:00,139,177,133,140,150
2023-03-06 18:15:00,79,146,155,154,117
2023-03-06 18:30:00,147,145,141,157,140
2023-03-06 18:45:00,163,149,146,150,130
2023-03-06 19:00:00,144,147,132,177,183
2023-03-06 19:15:00,135,164,133,181,141
2023-03-06 19:30:00,171,106,146,138,154
2023-03-06 19:45:00,174,133,148,136,153
2023-03-06 20:00:00,147,143,132,132,136
2023-03-06 20:15:00,157,146,119,148,142
2023-03-06 20:30:00,171,163,118,121,140
2023-03-06 20:45:00,165,129,147,144,138
2023-03-06 21:00:00,127,154,143,186,175
2023-03-06 21:15:00,88,143,138,115,110
2023-03-06 21:30:00,143,163,166,160,155
2023-03-06 21:45:00,158,150,150,167,157
2023-03-06 22:00:00,122,138,151,128,170
2023-03-06 22:15:00,133,115,146,137,140
2023-03-06 22:30:00,164,123,154,150,142
2023-03-06 22:45:00,180,110,89,146,112
2023-03-06 23:00:00,134,141,136,150,153
2023-03-06 23:15:00,121,122,138,159,123
2023-03-06 23:30:00,135,141,126,134,144
2023-03-06 23:45:00,138,126,117,91,116
2023-03-07 00:00:00,138,129,146,153,166
2023-03-07 00:15:00,137,146,153,126,168
2023-03-07 00:30:00,168,105,166,158,133
2023-03-07 00:45:00,144,142,138,148,142
2023-03-07 01:00:00,151,137,161,151,146
2023-03-07 01:15:00,132,146,167,154,164
2023-03-07 01:30:00,153,192,120,128,129
2023-03-07 01:45:00,155,112,172,138,182
2023-03-07 02:00:00,167,157,124,147,125
2023-03-07 02:15:00,173,152,118,137,143
2023-03-07 02:30:00,131,125,149,154,134
2023-03-07 02:45:00,157,170,151,109,170
2023-03-07 03:00:00,146,154,181,135,175
2023-03-07 03:15:00,133,135,139,122,160
2023-03-07 03:30:00,161,148,170,125,158
2023-03-07 03:45:00,110,151,170,140,139
2023-03-07 04:00:00,107,138,123,171,130
2023-03-07 04:15:00,142,157,154,154,126
2023-03-07 04:30:00,138,126,137,162,143
2023-03-07 04:45:00,188,129,139,164,144
2023-03-07 05:00:00,127,168,143,183,154
2023-03-07 05:15:00,157,125,155,176,128
2023-03-07 05:30:00,142,192,131,131,157
2023-03-07 05:45:00,135,124,168,159,142
2023-03-07 06:00:00,133,148,155,155,132
2023-03-07 06:15:00,143,137,155,139,155
2023-03-07 06:30:00,180,145,153,176,155
2023-03-07 06:45:00,127,187,177,131,176
2023-03-07 07:00:00,140,159,134,150,177
2023-03-07 07:15:00,125,166,152,172,144
2023-03-07 07:30:00,177,139,142,165,148
2023-03-07 07:45:00,133,115,169,176,165
2023-03-07 08:00:00,157,125,158,155,154
2023-03-07 08:15:00,157,162,168,146,157
2023-03-07 08:30:00,160,163,178,185,137
2023-03-07 08:45:00,146,146,156,135,167
2023-03-07 09:00:00,120,153,117,178,153
2023-03-07 09:15:00,194,163,116,149,133
2023-03-07 09:30:00,181,119,142,158,127
2023-03-07 09:45:00,153,132,154,131,142
2023-03-07 10:00:00,170,158,120,159,143
2023-03-07 10:15:00,105,169,98,183,105
2023-03-07 10:30:00,154,117,136,145,144
2023-03-07 10:45:00,158,177,129,142,138
2023-03-07 11:00:00,136,164,134,114,136
2023-03-07 11:15:00,160,157,107,132,128
2023-03-07 11:30:00,134,199,126,146,140
2023-03-07 11:45:00,120,157,147,153,184
2023-03-07 12:00:00,130,139,168,158,165
2023-03-07 12:15:00,126,151,132,149,144
2023-03-07 12:30:00,174,171,146,141,140
2023-03-07 12:45:00,147,178,137,111,134
2023-03-07 13:00:00,107,154,149,178,136
2023-03-07 13:15:00,134,144,172,162,159
2023-03-07 13:30:00,133,168,133,108,148
2023-03-07 13:45:00,184,155,156,171,157
2023-03-07 14:00:00,195,149,131,119,163
2023-03-07 14:15:00,109,138,128,150,124
2023-03-07 14:30:00,133,105,143,164,131
2023-03-07 14:45:00,166,93,153,162,129
2023-03-07 15:00:00,136,142,134,151,119
2023-03-07 15:15:00,104,127,146,162,126
2023-03-07 15:30:00,126,171,133,139,151
2023-03-07 15:45:00,126,149,157,141,170
2023-03-07 16:00:00,182,111,153,145,158
2023-03-07 16:15:00,150,180,185,143,171
2023-03-07 16:30:00,153,147,97,160,131
2023-03-07 16:45:00,154,122,173,122,121
2023-03-07 17:00:00,143,136,161,140,159
2023-03-07 17:15:00,171,137,139,131,146
2023-03-07 17:30:00,123,151,150,113,168
2023-03-07 17:45:00,136,143,161,158,167
2023-03-07 18:00:00,129,134,146,139,160
2023-03-07 18:15:00,162,145,154,168,114
2023-03-07 18:30:00,138,125,151,173,126
2023-03-07 18:45:00,146,147,166,104,111
2023-03-07 19:00:00,145,144,145,193,143
2023-03-07 19:15:00,158,131,125,153,140
2023-03-07 19:30:00,148,159,117,132,184
2023-03-07 19:45:00,148,174,163,131,156
2023-03-07 20:00:00,143,169,139,153,156
2023-03-07 20:15:00,180,136,141,143,118
2023-03-07 20:30:00,152,130,210,140,157
2023-03-07 20:45:00,130,170,169,150,131
2023-03-07 21:00:00,119,152,153,169,135
2023-03-07 21:15:00,151,152,160,154,166
2023-03-07 21:30:00,132,155,147,142,121
2023-03-07 21:45:00,158,138,147,138,145
2023-03-07 22:00:00,118,146,125,131,127
2023-03-07 22:15:00,133,155,137,110,148
2023-03-07 22:30:00,179,177,132,159,141
2023-03-07 22:45:00,113,145,119,129,176
2023-03-07 23:00:00,144,115,143,161,142
2023-03-07 23:15:00,155,194,164,124,169
2023-03-07 23:30:00,129,160,156,160,119
2023-03-07 23:45:00,155,156,123,125,139
2023-03-08 00:00:00,149,98,179,148,160
2023-03-08 00:15:00,135,169,179,142,143
2023-03-08 00:30:00,137,132,105,164,151
2023-03-08 00:45:00,151,104,171,197,165
2023-03-08 01:00:00,147,159,127,151,145
2023-03-08 01:15:00,125,136,118,150,150
2023-03-08 01:30:00,137,147,148,121,151
2023-03-08 01:45:00,154,148,113,154,173
2023-03-08 02:00:00,158,171,162,155,146
2023-03-08 02:15:00,154,127,145,137,154
2023-03-08 02:30:00,97,134,115,152,117
2023-03-08 02:45:00,155,163,136,138,169
2023-03-08 03:00:00,157,148,115,167,170
2023-03-08 03:15:00,123,151,139,153,128
2023-03-08 03:30:00,131,135,156,144,157
2023-03-08 03:45:00,175,128,156,199,144
2023-03-08 04:00:00,126,126,174,129,131
2023-03-08 04:15:00,130,135,165,146,137
2023-03-08 04:30:00,109,178,175,153,162
2023-03-08 04:45:00,178,144,130,155,143
2023-03-08 05:00:00,147,127,122,139,149
2023-03-08 05:15:00,120,152,132,146,171
2023-03-08 05:30:00,187,167,143,157,190
2023-03-08 05:45:00,127,170,142,149,128
2023-03-08 06:00:00,80,109,139,141,147
2023-03-08 06:15:00,174,132,151,141,152
2023-03-08 06:30:00,141,143,172,124,152
2023-03-08 06:45:00,134,85,134,139,141
2023-03-08 07:00:00,154,140,126,123,122
2023-03-08 07:15:00,126,137,120,156,119
2023-03-08 07:30:00,142,142,124,113,155
2023-03-08 07:45:00,150,167,117,124,137
2023-03-08 08:00:00,176,132,190,147,133
2023-03-08 08:15:00,148,151,142,156,160
2023-03-08 08:30:00,149,130,148,126,169
2023-03-08 08:45:00,144,158,185,171,126
2023-03-08 09:00:00,159,134,108,140,136
2023-03-08 09:15:00,123,173,190,135,161
2023-03-08 09:30:00,165,120,148,151,145
2023-03-08 09:45:00,123,132,123,141,134
2023-03-08 10:00:00,141,163,134,148,147
2023-03-08 10:15:00,113,170,157,154,129
2023-03-08 10:30:00,168,115,163,149,161
2023-03-08 10:45:00,162,166,164,154,164
2023-03-08 11:00:00,92,124,170,190,140
2023-03-08 11:15:00,166,157,131,167,174
2023-03-08 11:30:00,116,173,119,134,164
2023-03-08 11:45:00,148,170,162,122,160
2023-03-08 12:00:00,174,120,147,153,109
2023-03-08 12:15:00,124,149,162,114,157
2023-03-08 12:30:00,121,124,166,166,151
2023-03-08 12:45:00,147,145,150,128,166
2023-03-08 13:00:00,140,159,154,170,160
2023-03-08 13:15:00,144,166,143,170,190
2023-03-08 13:30:00,159,138,145,122,143
2023-03-08 13:45:00,117,105,122,142,110
2023-03-08 14:00:00,125,152,188,147,133
2023-03-08 14:15:00,144,163,150,153,169
2023-03-08 14:30:00,152,120,108,168,181
2023-03-08 14:45:00,139,156,143,160,135
2023-03-08 15:00:00,134,169,152,153,175
2023-03-08 15:15:00,174,117,131,166,149
2023-03-08 15:30:00,157,136,143,112,159
2023-03-08 15:45:00,138,161,170,173,123
2023-03-08 16:00:00,124,127,145,124,103
2023-03-08 16:15:00,110,140,149,157,141
2023-03-08 16:30:00,129,146,167,143,161
2023-03-08 16:45:00,159,151,116,166,136
2023-03-08 17:00:00,147,151,151,153,149
2023-03-08 17:15:00,142,138,137,140,153
2023-03-08 17:30:00,138,132,177,160,107
2023-03-08 17:45:00,157,122,133,116,149
2023-03-08 18:00:00,173,140,129,143,150
2023-03-08 18:15:00,130,152,122,145,167
2023-03-08 18:30:00,144,116,152,178,182
2023-03-08 18:45:00,166,138,141,186,130
2023-03-08 19:00:00,132,122,146,158,175
2023-03-08 19:15:00,117,135,149,149,159
2023-03-08 19:30:00,149,150,168,106,135
2023-03-08 19:45:00,181,145,155,149,143
2023-03-08 20:00:00,158,103,150,144,147
2023-03-08 20:15:00,135,118,169,153,156
2023-03-08 20:30:00,151,131,157,101,131
